,matchid,team,opponent,result,sets won,sets lost,set1,set2,set3,set4,set5,attacks,blocks,serves,digs,receives,sets
682,16190,Serbia,Netherlands,W,3,2,22,25,21,35,5,70,12,6,52,99,123
683,16191,Brazil,France,W,3,1,25,26,19,25,,56,7,4,60,74,103
684,16191,France,Brazil,L,1,3,20,24,25,23,,53,6,5,55,78,108
685,16192,Brazil,Italy,L,1,3,25,20,15,21,,59,4,3,62,86,124
686,16192,Italy,Brazil,W,3,1,23,25,25,25,,50,7,13,56,65,97
687,16193,Japan,China,W,3,2,24,25,21,25,15,63,4,8,61,87,130
688,16193,China,Japan,L,2,3,26,23,25,23,12,54,17,5,49,87,109
689,16194,Argentina,Serbia,W,3,1,19,25,25,25,,47,16,5,52,65,100
690,16194,Serbia,Argentina,L,1,3,25,16,19,18,,46,5,5,62,78,115
691,16195,Iran,France,L,0,3,18,22,19,,,30,6,1,45,58,68
692,16195,France,Iran,W,3,0,25,25,25,,,39,6,6,46,44,77
693,16196,Canada,Netherlands,L,1,3,22,22,25,18,,47,6,5,44,71,93
694,16196,Netherlands,Canada,W,3,1,25,25,17,25,,62,7,6,45,77,111
695,16197,Poland,Slovenia,W,3,2,29,21,25,25,15,66,9,6,79,94,143
696,16197,Slovenia,Poland,L,2,3,31,25,20,20,13,64,9,5,83,92,150
697,16198,Germany,Bulgaria,W,3,0,25,25,25,,,43,3,4,39,48,78
698,16198,Bulgaria,Germany,L,0,3,22,18,22,,,45,3,1,39,65,82
699,16199,USA,Cuba,W,3,0,27,25,25,,,38,7,8,24,42,63
700,16199,Cuba,USA,L,0,3,25,17,15,,,30,4,2,29,55,66
701,16200,Brazil,Netherlands,W,3,0,25,25,25,,,34,11,3,47,41,73
702,16200,Netherlands,Brazil,L,0,3,21,15,20,,,33,6,1,43,64,92
703,16201,Canada,Italy,L,2,3,14,25,20,25,,56,9,6,70,92,134
704,16201,Italy,Canada,W,3,2,25,23,25,23,5,65,12,8,68,77,124
705,16202,China,Slovenia,L,1,3,21,20,26,23,,53,7,5,62,84,118
706,16202,Slovenia,China,W,3,1,25,25,24,25,,62,4,6,66,77,134
707,16203,Argentina,Germany,W,3,0,25,25,25,,,38,11,7,41,47,78
708,16203,Germany,Argentina,L,0,3,23,18,17,,,28,8,2,40,60,81
709,16204,Serbia,Cuba,W,3,2,19,25,25,22,15,45,14,7,45,79,105
710,16204,Cuba,Serbia,L,2,3,25,23,21,25,11,53,14,8,40,86,110
711,16205,Bulgaria,Iran,W,3,2,21,25,22,25,15,59,12,4,46,84,128
712,16205,Iran,Bulgaria,L,2,3,25,21,25,22,11,47,15,6,46,83,103
713,16206,Poland,Brazil,W,3,1,25,22,25,25,,53,7,3,41,69,95
714,16206,Brazil,Poland,L,1,3,23,25,21,21,,52,7,4,47,73,98
715,16207,Slovenia,Italy,L,0,3,13,22,17,,,31,6,1,50,65,94
716,16207,Italy,Slovenia,W,3,0,25,25,25,,,38,14,6,51,43,87
717,16208,Japan,Netherlands,W,3,1,25,26,23,25,,52,12,4,47,65,100
718,16208,Netherlands,Japan,L,1,3,19,24,25,17,,47,10,2,52,80,102
719,16209,Serbia,France,L,1,3,25,23,20,26,,48,10,2,50,74,106
720,16209,France,Serbia,W,3,1,20,25,25,28,,56,10,2,47,77,114
721,16210,Cuba,Germany,L,0,3,23,23,22,,,39,11,1,36,62,80
722,16210,Germany,Cuba,W,3,0,25,25,25,,,40,4,9,37,53,75
723,16211,USA,Argentina,L,2,3,18,25,25,41,12,72,7,6,60,106,150
724,16211,Argentina,USA,W,3,2,25,23,23,43,15,73,13,4,72,96,144
725,16212,Brazil,China,W,3,0,25,25,25,,,38,10,3,34,40,69
726,16212,China,Brazil,L,0,3,19,17,17,,,32,3,3,26,66,92
727,16213,Poland,Canada,W,3,0,25,25,27,,,41,11,3,46,57,80
728,16213,Canada,Poland,L,0,3,21,23,25,,,41,3,6,46,62,89
729,16214,Japan,Italy,L,1,3,27,26,25,20,,56,4,6,69,86,126
730,16214,Italy,Japan,W,3,1,29,28,23,25,,62,13,5,53,84,116
731,16215,Bulgaria,Serbia,L,0,3,19,22,22,,,39,8,3,39,64,89
732,16215,Serbia,Bulgaria,W,3,0,25,25,25,,,40,5,5,44,49,73
733,16216,Argentina,Iran,W,3,2,25,28,27,25,15,65,14,5,59,84,132
734,16216,Iran,Argentina,L,2,3,19,30,29,20,11,53,13,3,52,95,130
735,16217,USA,France,W,3,0,25,27,27,,,38,8,4,34,55,77
736,16217,France,USA,L,0,3,23,25,25,,,41,8,3,38,64,90
737,16218,China,Canada,L,1,3,25,21,17,18,,51,4,6,34,84,108
738,16218,Canada,China,W,3,1,23,25,25,25,,55,9,5,44,70,91
739,16219,Slovenia,Netherlands,W,3,0,25,32,25,,,40,10,4,41,54,78
740,16219,Netherlands,Slovenia,L,0,3,20,30,22,,,41,8,3,33,67,85
741,16220,Japan,Poland,L,0,3,17,19,18,,,38,1,2,42,63,84
742,16220,Poland,Japan,W,3,0,25,25,25,,,44,7,8,43,45,75
743,16221,Cuba,Iran,W,3,2,25,26,25,28,15,76,11,7,58,98,124
744,16221,Iran,Cuba,L,2,3,22,28,23,30,10,57,10,3,53,89,117
745,16222,France,Germany,W,3,1,21,25,25,25,,52,8,4,42,69,95
746,16222,Germany,France,L,1,3,25,20,22,21,,51,6,6,45,77,96
747,16223,USA,Bulgaria,W,3,0,29,25,25,,,44,10,4,45,53,91
748,16223,Bulgaria,USA,L,0,3,27,19,21,,,31,7,1,45,56,83
749,16224,USA,France,W,3,2,25,25,17,24,15,61,8,5,78,78,127
750,16224,France,USA,L,2,3,21,18,25,26,9,58,11,6,71,87,133
751,16225,Italy,Argentina,W,3,0,25,25,25,,,44,9,5,50,37,73
752,16225,Argentina,Italy,L,0,3,17,13,14,,,26,4,2,32,65,81
753,16226,Japan,Slovenia,W,3,0,26,25,25,,,54,6,2,56,56,107
754,16226,Slovenia,Japan,L,0,3,24,18,22,,,41,5,0,56,63,99
755,16227,Poland,Brazil,W,3,0,26,25,25,,,37,10,9,44,53,79
756,16227,Brazil,Poland,L,0,3,24,21,20,,,35,5,5,39,63,84
757,16228,Japan,Poland,L,1,3,25,26,17,21,,55,4,8,54,80,107
758,16228,Poland,Japan,W,3,1,19,28,25,25,,61,9,4,57,74,95
759,16229,USA,Italy,W,3,0,25,25,25,,,44,10,3,59,44,86
760,16229,Italy,USA,L,0,3,19,18,19,,,33,6,4,42,65,92
761,16230,Japan,Italy,W,3,2,25,25,17,17,15,54,4,9,77,82,134
762,16230,Italy,Japan,L,2,3,18,23,25,25,9,53,13,7,53,86,119
763,16231,Poland,USA,W,3,1,25,24,25,25,,59,9,7,48,73,106
764,16231,USA,Poland,L,1,3,23,26,18,18,,51,8,3,58,84,106
765,18853,Bulgaria,France,L,0,3,21,24,14,,,34,3,3,34,60,77
766,18853,France,Bulgaria,W,3,0,25,26,25,,,38,9,4,36,47,63
767,18854,Türkiye,Canada,L,1,3,25,23,21,21,,44,12,5,60,73,99
768,18854,Canada,Türkiye,W,3,1,17,25,25,25,,51,5,12,54,76,115
769,18855,Argentina,Japan,L,1,3,26,22,23,19,,56,9,2,67,84,118
770,18855,Japan,Argentina,W,3,1,24,25,25,25,,68,8,5,73,80,134
771,18856,Cuba,Brazil,W,3,1,25,27,25,25,,59,10,7,61,74,109
772,18856,Brazil,Cuba,L,1,3,23,29,21,21,,60,4,4,67,82,123
773,18857,Netherlands,Slovenia,L,2,3,33,22,25,21,25,65,10,9,70,100,138
774,18857,Slovenia,Netherlands,W,3,2,31,25,20,25,27,65,8,11,78,95,138
775,18858,USA,Poland,L,0,3,22,15,24,,,34,3,6,35,63,78
776,18858,Poland,USA,W,3,0,25,25,26,,,40,6,8,46,49,70
777,18859,Germany,Italy,L,0,3,21,18,23,,,31,6,4,44,58,78
778,18859,Italy,Germany,W,3,0,25,25,25,,,44,7,4,49,49,78
779,18860,Iran,Serbia,L,1,3,25,25,19,18,,45,9,6,62,71,102
780,18860,Serbia,Iran,W,3,1,27,17,25,25,,48,12,5,55,69,97
781,18861,Slovenia,France,W,3,1,25,25,23,25,,47,9,7,48,68,95
782,18861,France,Slovenia,L,1,3,18,22,25,21,,43,7,7,53,76,101
783,18862,Canada,Poland,L,1,3,25,20,23,21,,54,4,5,37,77,97
784,18862,Poland,Canada,W,3,1,18,25,25,25,,58,5,8,50,75,96
785,18863,Türkiye,Netherlands,L,2,3,25,25,18,21,,53,12,10,42,84,105
786,18863,Netherlands,Türkiye,W,3,2,19,20,25,25,5,61,12,8,44,86,112
787,18864,Cuba,Germany,W,3,1,26,25,18,25,,59,13,6,45,83,109
788,18864,Germany,Cuba,L,1,3,24,20,25,23,,57,6,3,57,77,107
789,18865,Japan,Serbia,W,3,0,25,25,25,,,40,9,5,42,46,69
790,18865,Serbia,Japan,L,0,3,20,16,22,,,31,5,3,43,59,67
791,18866,Argentina,Brazil,L,2,3,13,25,25,23,11,65,8,3,85,91,143
792,18866,Brazil,Argentina,W,3,2,25,20,19,25,15,66,7,4,76,76,124
793,18867,Bulgaria,Canada,L,0,3,22,28,24,,,38,5,5,43,62,86
794,18867,Canada,Bulgaria,W,3,0,25,30,26,,,43,9,5,39,61,88
795,18868,France,USA,W,3,0,25,25,25,,,41,7,2,38,51,69
796,18868,USA,France,L,0,3,22,21,21,,,39,3,2,45,56,86
797,18869,Netherlands,Poland,L,0,3,28,23,18,,,37,9,6,31,66,80
798,18869,Poland,Netherlands,W,3,0,30,25,25,,,43,14,7,29,63,75
799,18870,Cuba,Japan,L,2,3,25,22,23,25,20,69,20,5,60,91,134
800,18870,Japan,Cuba,W,3,2,18,25,25,19,22,56,8,6,64,90,145
801,18871,Iran,Italy,L,0,3,19,18,11,,,27,1,3,40,59,72
802,18871,Italy,Iran,W,3,0,25,25,25,,,41,13,6,40,42,69
803,18872,Serbia,Brazil,L,1,3,21,20,25,22,,49,5,4,60,76,95
804,18872,Brazil,Serbia,W,3,1,25,25,22,25,,55,10,5,54,67,98
805,18873,Slovenia,Canada,W,3,2,22,25,25,21,15,66,4,11,71,81,141
806,18873,Canada,Slovenia,L,2,3,25,18,18,25,10,57,14,3,59,95,122
807,18874,Türkiye,France,L,1,3,27,23,16,14,,41,8,5,44,78,92
808,18874,France,Türkiye,W,3,1,25,25,25,25,,51,9,12,46,64,89
809,18875,Bulgaria,USA,W,3,1,25,25,21,25,,56,12,7,58,74,112
810,18875,USA,Bulgaria,L,1,3,21,20,25,21,,52,7,6,62,79,114
811,18876,Japan,Italy,L,1,3,25,16,17,17,,42,3,3,59,76,121
812,18876,Italy,Japan,W,3,1,23,25,25,25,,49,15,6,55,64,101
813,18877,Argentina,Germany,W,3,1,21,25,25,25,,51,18,1,65,68,101
814,18877,Germany,Argentina,L,1,3,25,19,21,21,,56,7,3,65,85,119
815,18878,Cuba,Iran,W,3,1,25,14,25,25,,53,9,7,52,74,109
816,18878,Iran,Cuba,L,1,3,20,25,21,21,,51,4,6,59,73,107
817,18879,Slovenia,Poland,W,3,0,25,25,25,,,46,3,8,40,49,72
818,18879,Poland,Slovenia,L,0,3,20,21,18,,,38,5,2,36,63,76
819,18880,Brazil,Italy,L,2,3,25,15,25,17,13,54,13,1,60,84,112
820,18880,Italy,Brazil,W,3,2,17,25,22,25,15,59,9,9,60,80,115
821,18881,Türkiye,USA,L,1,3,25,22,25,21,,51,8,3,63,74,110
822,18881,USA,Türkiye,W,3,1,20,25,27,25,,50,8,7,60,73,112
823,18882,Bulgaria,Netherlands,L,1,3,16,25,13,20,,39,4,6,43,75,96
824,18882,Netherlands,Bulgaria,W,3,1,25,20,25,25,,44,12,10,36,58,91
825,18883,Serbia,Germany,L,0,3,21,20,20,,,33,8,1,47,60,83
826,18883,Germany,Serbia,W,3,0,25,25,25,,,45,9,5,36,56,94
827,18884,Iran,Argentina,L,2,3,25,29,25,20,13,65,10,4,63,95,124
828,18884,Argentina,Iran,W,3,2,23,31,20,25,15,69,14,3,59,98,136
829,18885,Germany,Brazil,L,0,3,15,16,15,,,36,1,2,32,70,86
830,18885,Brazil,Germany,W,3,0,25,25,25,,,34,10,6,32,32,54
831,18886,Poland,Bulgaria,W,3,1,21,25,25,25,,46,8,7,49,58,94
832,18886,Bulgaria,Poland,L,1,3,25,21,19,18,,51,7,2,40,81,98
833,18887,Iran,Japan,L,0,3,23,22,17,,,40,5,4,36,63,76
834,18887,Japan,Iran,W,3,0,25,25,25,,,50,4,2,41,49,81
835,18888,Argentina,USA,L,0,3,23,21,24,,,41,5,2,37,60,90
836,18888,USA,Argentina,W,3,0,25,25,26,,,46,8,1,43,56,84
837,18889,Canada,Cuba,W,3,1,25,25,25,28,,57,17,4,36,78,101
838,18889,Cuba,Canada,L,1,3,21,27,20,26,,60,6,4,47,84,111
839,18890,Slovenia,Türkiye,W,3,0,25,26,25,,,42,7,6,59,57,98
840,18890,Türkiye,Slovenia,L,0,3,22,24,20,,,36,7,7,51,64,88
841,18891,Germany,Japan,L,2,3,22,25,27,23,,65,5,10,68,94,129
842,18891,Japan,Germany,W,3,2,25,22,25,25,5,71,10,3,74,85,128
843,18892,Serbia,Netherlands,W,3,0,25,25,26,,,35,6,8,32,45,58
844,18892,Netherlands,Serbia,L,0,3,17,20,24,,,35,7,4,29,63,75
845,18893,France,Italy,W,3,2,25,18,25,19,15,54,11,5,60,86,125
846,18893,Italy,France,L,2,3,23,25,23,25,10,63,12,2,57,82,121
847,18894,Iran,Brazil,L,1,3,19,25,16,23,,48,8,3,48,79,101
848,18894,Brazil,Iran,W,3,1,25,22,25,25,,56,6,7,54,65,102
849,18895,Bulgaria,Germany,L,1,3,24,25,16,16,,40,10,6,58,80,106
850,18895,Germany,Bulgaria,W,3,1,26,22,25,25,,55,7,5,66,66,113
851,18896,Poland,Türkiye,W,3,0,25,25,25,,,37,11,6,40,38,66
852,18896,Türkiye,Poland,L,0,3,19,12,19,,,28,7,3,29,68,84
853,18897,Cuba,Netherlands,L,1,3,24,25,20,22,,50,9,1,48,80,98
854,18897,Netherlands,Cuba,W,3,1,26,21,25,25,,55,12,9,45,77,105
855,18898,USA,Italy,L,0,3,23,24,20,,,35,8,3,49,64,94
856,18898,Italy,USA,W,3,0,25,26,25,,,44,5,7,53,60,97
857,18899,Canada,Argentina,L,1,3,18,25,21,20,,53,6,2,46,82,112
858,18899,Argentina,Canada,W,3,1,25,22,25,25,,51,11,5,48,67,110
859,18900,Bulgaria,Iran,W,3,2,20,25,25,20,15,53,19,5,58,92,111
860,18900,Iran,Bulgaria,L,2,3,25,22,23,25,11,42,16,10,66,77,111
861,18901,Brazil,Slovenia,L,2,3,25,25,24,25,12,63,8,5,71,88,133
862,18901,Slovenia,Brazil,W,3,2,27,23,26,21,15,72,7,4,76,93,131
863,18902,Japan,Poland,L,0,3,17,15,20,,,30,3,4,45,64,81
864,18902,Poland,Japan,W,3,0,25,25,25,,,41,14,1,35,46,78
865,18903,Cuba,Italy,L,1,3,21,25,19,13,,45,6,5,45,80,97
866,18903,Italy,Cuba,W,3,1,25,22,25,25,,48,11,6,41,60,86
867,18904,France,Netherlands,W,3,1,25,20,25,25,,51,13,4,47,71,96
868,18904,Netherlands,France,L,1,3,20,25,19,22,,55,5,4,47,81,112
869,18905,USA,Serbia,W,3,1,23,25,25,25,,55,11,4,63,63,104
870,18905,Serbia,USA,L,1,3,25,15,23,14,,52,5,5,59,84,118
871,18906,Türkiye,Iran,W,3,1,22,25,25,27,,53,10,6,48,77,105
872,18906,Iran,Türkiye,L,1,3,25,23,23,25,,59,10,4,54,81,119
873,18907,Poland,Brazil,L,1,3,21,17,25,23,,47,5,3,39,73,90
874,18907,Brazil,Poland,W,3,1,25,25,21,25,,49,13,5,39,63,90
875,18908,Japan,Slovenia,W,3,1,25,19,26,25,,55,6,7,56,78,112
876,18908,Slovenia,Japan,L,1,3,23,25,24,21,,52,13,4,53,79,107
877,18909,Cuba,France,W,3,2,25,20,23,25,15,60,13,6,34,77,98
878,18909,France,Cuba,L,2,3,18,25,25,22,10,64,7,7,36,96,117
879,18910,Canada,USA,W,3,1,25,19,26,28,,56,5,8,64,71,115
880,18910,USA,Canada,L,1,3,16,25,24,26,,49,8,5,56,74,100
881,18911,Serbia,Argentina,L,2,3,26,18,25,25,13,64,13,4,54,91,117
882,18911,Argentina,Serbia,W,3,2,28,25,18,22,15,57,14,8,53,84,115
883,18912,Türkiye,Germany,L,2,3,22,44,23,25,12,65,16,3,67,97,139
884,18912,Germany,Türkiye,W,3,2,25,42,25,19,15,81,7,5,78,104,158
885,18913,Bulgaria,Slovenia,L,0,3,23,14,21,,,33,3,4,32,60,82
886,18913,Slovenia,Bulgaria,W,3,0,25,25,25,,,37,8,6,34,41,69
887,18914,Italy,Netherlands,W,3,0,25,25,25,,,40,9,3,48,41,75
888,18914,Netherlands,Italy,L,0,3,18,15,21,,,36,2,2,49,61,90
889,18915,Argentina,France,L,2,3,19,17,25,28,,60,8,5,56,92,119
890,18915,France,Argentina,W,3,2,25,25,22,26,5,66,9,8,56,80,109
891,18916,Canada,Serbia,L,1,3,25,20,18,23,,54,8,2,45,82,96
892,18916,Serbia,Canada,W,3,1,21,25,25,25,,56,7,11,42,72,103
893,18917,Netherlands,Brazil,L,1,3,26,23,29,20,,55,4,9,52,86,119
894,18917,Brazil,Netherlands,W,3,1,24,25,31,25,,50,12,6,50,71,98
895,18918,Canada,Japan,W,3,2,25,20,25,20,15,61,12,6,46,82,106
896,18918,Japan,Canada,L,2,3,21,25,15,25,10,57,3,8,53,87,122
897,18919,Bulgaria,Türkiye,W,3,1,27,25,12,25,,49,5,7,58,78,119
898,18919,Türkiye,Bulgaria,L,1,3,25,20,25,22,,43,11,3,64,69,100
899,18920,Slovenia,Argentina,W,3,0,25,25,29,,,49,2,3,53,57,98
900,18920,Argentina,Slovenia,L,0,3,23,22,27,,,40,8,1,33,65,85
901,18921,Germany,France,W,3,1,25,25,25,25,,56,3,6,87,75,135
902,18921,France,Germany,L,1,3,23,27,20,23,,55,7,5,68,86,136
903,18922,Iran,USA,W,3,2,26,25,25,26,15,64,9,5,62,86,130
904,18922,USA,Iran,L,2,3,28,23,18,28,13,65,6,5,69,91,137
905,18923,Cuba,Serbia,L,2,3,25,25,16,21,12,52,10,3,39,86,107
906,18923,Serbia,Cuba,W,3,2,22,21,25,25,15,52,6,9,46,74,101
907,18924,Italy,Poland,L,0,3,22,21,22,,,35,2,1,35,52,67
908,18924,Poland,Italy,W,3,0,25,25,25,,,43,8,2,35,50,73
909,18925,Germany,Canada,L,0,3,19,18,21,,,31,3,3,32,58,73
910,18925,Canada,Germany,W,3,0,25,25,25,,,44,8,4,42,48,69
911,18926,Iran,Netherlands,W,3,2,25,22,25,20,15,69,13,2,49,89,117
912,18926,Netherlands,Iran,L,2,3,22,25,21,25,10,59,6,13,46,94,116
913,18927,Brazil,USA,L,2,3,21,25,21,25,,64,5,7,65,87,131
914,18927,USA,Brazil,W,3,2,25,18,25,22,5,56,8,8,53,84,114
915,18928,Türkiye,Argentina,L,0,3,17,18,20,,,29,7,2,38,62,91
916,18928,Argentina,Türkiye,W,3,0,25,25,25,,,39,9,5,46,46,87
917,18929,Bulgaria,Italy,L,0,3,25,20,21,,,34,5,2,32,60,71
918,18929,Italy,Bulgaria,W,3,0,27,25,25,,,37,5,5,35,46,67
919,18930,Cuba,Slovenia,L,2,3,22,25,21,31,,59,13,5,47,94,116
920,18930,Slovenia,Cuba,W,3,2,25,20,25,29,5,61,9,8,54,82,115
921,18931,Iran,France,L,0,3,21,17,20,,,34,5,2,34,61,82
922,18931,France,Iran,W,3,0,25,25,25,,,41,6,4,39,51,79
923,18932,Canada,Brazil,W,3,0,26,25,26,,,46,5,6,34,58,86
924,18932,Brazil,Canada,L,0,3,24,19,24,,,37,1,4,41,56,79
925,18933,Netherlands,Japan,L,0,3,18,19,20,,,32,4,6,30,62,82
926,18933,Japan,Netherlands,W,3,0,25,25,25,,,40,7,6,39,44,72
927,18934,Argentina,Poland,L,0,3,19,18,22,,,36,4,5,33,62,76
928,18934,Poland,Argentina,W,3,0,25,25,25,,,41,6,3,39,47,68
929,18935,Bulgaria,Cuba,L,0,3,18,20,18,,,33,4,3,35,61,69
930,18935,Cuba,Bulgaria,W,3,0,25,25,25,,,50,3,1,37,42,71
931,18936,Türkiye,Serbia,L,1,3,25,19,23,21,,50,4,6,41,75,90
932,18936,Serbia,Türkiye,W,3,1,20,25,25,25,,60,8,11,39,78,97
933,18937,Germany,USA,L,1,3,23,25,24,23,,52,5,8,64,79,119
934,18937,USA,Germany,W,3,1,25,21,26,25,,54,10,5,61,78,120
935,18938,Canada,Netherlands,W,3,2,21,25,28,14,15,55,11,7,65,84,125
936,18938,Netherlands,Canada,L,2,3,25,22,26,25,9,57,14,9,58,86,132
937,18939,France,Japan,L,2,3,25,25,16,23,10,58,12,2,58,86,117
938,18939,Japan,France,W,3,2,17,19,25,25,15,62,5,5,62,82,136
939,18940,Bulgaria,Argentina,L,0,3,22,17,20,,,31,7,3,30,60,68
940,18940,Argentina,Bulgaria,W,3,0,25,25,25,,,39,12,7,34,46,66
941,18941,Serbia,Poland,L,2,3,21,25,18,25,11,53,7,2,53,82,106
942,18941,Poland,Serbia,W,3,2,25,21,25,22,15,63,9,10,43,82,113
943,18942,Slovenia,Italy,W,3,0,25,25,25,,,32,7,8,30,41,62
944,18942,Italy,Slovenia,L,0,3,19,21,19,,,31,4,1,25,59,67
945,18943,Germany,Iran,W,3,0,25,25,25,,,37,5,4,42,52,84
946,18943,Iran,Germany,L,0,3,20,23,20,,,39,8,0,41,63,90
947,18944,France,Brazil,W,3,2,25,27,13,25,18,60,7,9,49,97,129
948,18944,Brazil,France,L,2,3,23,29,25,19,16,51,17,3,55,81,116
949,18945,Japan,USA,W,3,0,25,25,25,,,41,3,12,56,56,95
950,18945,USA,Japan,L,0,3,20,23,19,,,31,10,3,50,59,84
951,18946,Cuba,Poland,L,0,3,17,20,20,,,31,3,4,28,54,70
952,18946,Poland,Cuba,W,3,0,25,25,25,,,41,8,3,32,42,66
953,18947,Türkiye,Italy,L,1,3,21,26,19,21,,49,6,9,52,82,101
954,18947,Italy,Türkiye,W,3,1,25,24,25,25,,61,7,10,56,76,110
955,18948,Serbia,Slovenia,L,2,3,13,27,14,25,12,58,8,3,46,96,106
956,18948,Slovenia,Serbia,W,3,2,25,25,25,22,15,55,10,16,52,69,101
957,18949,Japan,Canada,W,3,0,26,25,26,,,42,7,7,47,55,84
958,18949,Canada,Japan,L,0,3,24,18,24,,,39,8,5,41,66,87
959,18950,Poland,Brazil,W,3,1,18,25,25,25,,50,8,7,50,70,97
960,18950,Brazil,Poland,L,1,3,25,23,22,16,,48,8,7,46,73,92
961,18951,Italy,France,L,2,3,25,20,25,22,11,69,5,3,71,89,132
962,18951,France,Italy,W,3,2,19,25,22,25,15,64,13,4,72,84,131
963,18952,Slovenia,Argentina,W,3,2,19,25,17,29,15,66,8,4,66,84,128
964,18952,Argentina,Slovenia,L,2,3,25,17,25,27,7,58,13,6,56,90,121
965,18953,Poland,France,L,2,3,25,22,23,25,16,52,14,3,58,79,106
966,18953,France,Poland,W,3,2,22,25,25,20,18,66,10,5,55,86,123
967,18954,Slovenia,Japan,L,0,3,21,25,29,,,43,7,6,47,69,95
968,18954,Japan,Slovenia,W,3,0,25,27,31,,,48,4,6,56,60,95
969,18955,Slovenia,Poland,L,0,3,24,16,17,,,34,4,4,42,64,85
970,18955,Poland,Slovenia,W,3,0,26,25,25,,,33,15,8,34,50,74
971,18956,Japan,France,L,1,3,23,25,23,23,,58,5,2,53,72,115
972,18956,France,Japan,W,3,1,25,18,25,25,,55,11,2,52,81,101
973,21437,Poland,Netherlands,W,3,1,25,22,25,25,,57,6,6,72,74,120
974,21437,Netherlands,Poland,L,1,3,22,25,22,22,,54,11,2,81,79,126
975,21438,China,Japan,L,0,3,23,14,22,,,38,5,1,38,63,79
976,21438,Japan,China,W,3,0,25,25,25,,,42,3,6,45,48,79
977,21439,Serbia,Türkiye,W,3,1,12,25,25,25,,54,10,1,69,79,113
978,21439,Türkiye,Serbia,L,1,3,25,22,23,23,,44,8,9,66,63,104
979,21440,Bulgaria,Italy,L,1,3,16,25,19,19,,43,6,6,64,77,109
980,21440,Italy,Bulgaria,W,3,1,25,22,25,25,,54,11,6,64,61,101
981,21441,Ukraine,USA,W,3,0,25,25,25,,,40,6,5,41,52,79
982,21441,USA,Ukraine,L,0,3,22,20,23,,,33,8,3,45,58,77
983,21442,Argentina,France,W,3,1,25,13,25,25,,41,8,2,57,62,101
984,21442,France,Argentina,L,1,3,22,25,22,19,,46,6,4,57,69,103
985,21443,Brazil,Iran,W,3,0,25,25,25,,,37,10,3,38,39,62
986,21443,Iran,Brazil,L,0,3,19,16,18,,,32,5,1,32,64,76
987,21444,Germany,Canada,L,2,3,25,19,25,23,11,58,8,3,65,90,123
988,21444,Canada,Germany,W,3,2,23,25,21,25,15,49,14,8,66,75,115
989,21445,Slovenia,Cuba,W,3,1,25,21,25,25,,51,12,5,63,66,99
990,21445,Cuba,Slovenia,L,1,3,22,25,18,15,,44,12,3,49,80,93
991,21446,China,Serbia,W,3,0,25,25,25,,,38,13,3,51,55,89
992,21446,Serbia,China,L,0,3,23,23,20,,,39,11,1,41,62,88
993,21447,Poland,Japan,W,3,1,27,25,18,39,,66,14,0,66,91,125
994,21447,Japan,Poland,L,1,3,25,22,25,37,,67,3,6,82,81,132
995,21448,Germany,Italy,L,2,3,25,25,19,23,11,58,7,7,75,83,130
996,21448,Italy,Germany,W,3,2,21,20,25,25,15,58,14,2,79,81,127
997,21449,Brazil,Cuba,L,2,3,25,24,25,25,13,60,10,7,69,85,122
998,21449,Cuba,Brazil,W,3,2,27,26,21,20,15,68,10,3,62,95,123
999,21450,Argentina,Canada,W,3,2,25,21,14,25,15,59,6,10,89,87,136
1000,21450,Canada,Argentina,L,2,3,22,25,25,22,8,58,9,4,75,77,115
1001,21451,USA,Iran,W,3,2,19,21,25,25,17,58,14,4,44,87,108
1002,21451,Iran,USA,L,2,3,25,25,21,23,15,56,5,9,66,80,117
1003,21452,Japan,Serbia,W,3,0,25,25,26,,,41,7,6,35,51,73
1004,21452,Serbia,Japan,L,0,3,20,23,24,,,41,10,1,30,63,68
1005,21453,Netherlands,Türkiye,W,3,1,21,25,25,25,,56,12,4,70,76,111
1006,21453,Türkiye,Netherlands,L,1,3,25,23,22,23,,59,11,2,72,76,117
1007,21454,Bulgaria,Argentina,W,3,0,25,25,28,,,40,6,5,46,47,73
1008,21454,Argentina,Bulgaria,L,0,3,21,20,26,,,33,5,4,35,59,71
1009,21455,Ukraine,Cuba,W,3,2,25,20,25,17,15,51,17,5,62,89,118
1010,21455,Cuba,Ukraine,L,2,3,22,25,20,25,12,50,11,8,60,80,112
1011,21456,France,Italy,W,3,1,25,25,19,26,,53,10,7,49,75,102
1012,21456,Italy,France,L,1,3,18,22,25,24,,51,7,6,52,80,101
1013,21457,Iran,Slovenia,L,2,3,25,23,18,25,12,48,12,9,69,77,114
1014,21457,Slovenia,Iran,W,3,2,17,25,25,18,15,53,10,9,64,86,119
1015,21458,China,Netherlands,W,3,1,25,25,13,25,,47,6,7,58,61,93
1016,21458,Netherlands,China,L,1,3,19,20,25,17,,55,4,2,51,77,104
1017,21459,Türkiye,Poland,L,0,3,26,23,21,,,41,5,2,42,63,77
1018,21459,Poland,Türkiye,W,3,0,28,25,25,,,35,5,5,43,50,76
1019,21460,Ukraine,Brazil,L,2,3,25,25,22,23,10,64,11,9,71,88,119
1020,21460,Brazil,Ukraine,W,3,2,19,14,25,25,15,62,3,5,86,86,128
1021,21461,USA,Slovenia,L,1,3,22,25,25,23,,54,13,3,87,84,133
